2.820000,3236
2.821000,3270
2.822000,3293
2.823000,3214
2.824000,3358
2.825000,3337
2.826000,3196
2.827000,3275
2.828000,3292
2.829000,3377
2.830000,3264
2.831000,3373
2.832000,3246
2.833000,3250
2.834000,3291
2.835000,3355
2.836000,3386
2.837000,3345
2.838000,3261
2.839000,3315
2.840000,3331
2.841000,3298
2.842000,3229
2.843000,3377
2.844000,3242
2.845000,3396
2.846000,3393
2.847000,3368
2.848000,3318
2.849000,3275
2.850000,3297
2.851000,3249
2.852000,3278
2.853000,3333
2.854000,3374
2.855000,3258
2.856000,3243
2.857000,3343
2.858000,3278
2.859000,3313
2.860000,3286
2.861000,3281
2.862000,3235
2.863000,3256
2.864000,3268
2.865000,3225
2.866000,3210
2.867000,3138
2.868000,3059
2.869000,3005
2.870000,3031
2.871000,2956
2.872000,3170
2.873000,3128
2.874000,3055
2.875000,3050
2.876000,3261
2.877000,3172
2.878000,3220
2.879000,3319
2.880000,3234
2.881000,3224
2.882000,3374
2.883000,3334
2.884000,3405
2.885000,3262
2.886000,3283
2.887000,3245
2.888000,3282
2.889000,3137
2.890000,3205
2.891000,3306
2.892000,3303
2.893000,3269
2.894000,3345
2.895000,3219
2.896000,3293
2.897000,3285
2.898000,3329
2.899000,3339
2.900000,3263
2.820000,3363
2.821000,3242
2.822000,3225
2.823000,3287
2.824000,3279
2.825000,3224
2.826000,3352
2.827000,3324
2.828000,3305
2.829000,3269
2.830000,3290
2.831000,3154
2.832000,3367
2.833000,3262
2.834000,3246
2.835000,3256
2.836000,3231
2.837000,3224
2.838000,3268
2.839000,3202
2.840000,3197
2.841000,3274
2.842000,3246
2.843000,3281
2.844000,3240
2.845000,3186
2.846000,3229
2.847000,3193
2.848000,3227
2.849000,3207
2.850000,3151
2.851000,3168
2.852000,3336
2.853000,3234
2.854000,3234
2.855000,3289
2.856000,3304
2.857000,3245
2.858000,3307
2.859000,3154
2.860000,3251
2.861000,3253
2.862000,3219
2.863000,3186
2.864000,3176
2.865000,3184
2.866000,3052
2.867000,3132
2.868000,3070
2.869000,3013
2.870000,3008
2.871000,2909
2.872000,2994
2.873000,3053
2.874000,3160
2.875000,3153
2.876000,3227
2.877000,3233
2.878000,3131
2.879000,3244
2.880000,3274
2.881000,3197
2.882000,3276
2.883000,3251
2.884000,3187
2.885000,3171
2.886000,3185
2.887000,3260
2.888000,3199
2.889000,3236
2.890000,3236
2.891000,3207
2.892000,3373
2.893000,3223
2.894000,3195
2.895000,3352
2.896000,3288
2.897000,3329
2.898000,3286
2.899000,3222
2.900000,3219
2.820000,3236
2.821000,3278
2.822000,3231
2.823000,3249
2.824000,3180
2.825000,3276
2.826000,3235
2.827000,3289
2.828000,3167
2.829000,3340
2.830000,3181
2.831000,3291
2.832000,3253
2.833000,3154
2.834000,3237
2.835000,3245
2.836000,3204
2.837000,3274
2.838000,3295
2.839000,3263
2.840000,3256
2.841000,3281
2.842000,3241
2.843000,3311
2.844000,3267
2.845000,3423
2.846000,3232
2.847000,3230
2.848000,3297
2.849000,3252
2.850000,3230
2.851000,3167
2.852000,3210
2.853000,3259
2.854000,3174
2.855000,3214
2.856000,3298
2.857000,3271
2.858000,3265
2.859000,3237
2.860000,3226
2.861000,3210
2.862000,3182
2.863000,3365
2.864000,3143
2.865000,3208
2.866000,3050
2.867000,3116
2.868000,3050
2.869000,2990
2.870000,3025
2.871000,3029
2.872000,3115
2.873000,3082
2.874000,3045
2.875000,3117
2.876000,3215
2.877000,3110
2.878000,3219
2.879000,3189
2.880000,3175
2.881000,3189
2.882000,3142
2.883000,3221
2.884000,3117
2.885000,3240
2.886000,3214
2.887000,3223
2.888000,3156
